"QuarterEnding","HBT","HBTQF","PatientType","Specialty","SpecialtyQF","Additions","AdditionsQF","Removals","RemovalsQF","Attended","AttendedQF","ReferredBackToGP","ReferredBackToGPQF","Transferred","TransferredQF","TreatmentNoLongerRequired","TreatmentNoLongerRequiredQF","OtherReasons","OtherReasonsQF"
"20181231","S92000003","d","Inpatient/Day case","C5",,5846,,5482,,4608,,146,,16,,375,,337,
"20191231","S92000003","d","Inpatient/Day case","C5",,5970,,5798,,4854,,152,,17,,441,,334,
"20201231","S92000003","d","Inpatient/Day case","C5",,3078,,3080,,2312,,62,,12,,417,,277,
"20211231","S92000003","d","Inpatient/Day case","C5",,3778,,2560,,2038,,32,,36,,221,,233,
"20221231","S92000003","d","Inpatient/Day case","C5",,4848,,4298,,3351,,84,,30,,488,,345,
"20231231","S92000003","d","Inpatient/Day case","C5",,5225,,4917,,3941,,154,,21,,488,,313,
"20130630","S92000003","d","Inpatient/Day case","RK2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20140630","S92000003","d","Inpatient/Day case","RK2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20150630","S92000003","d","Inpatient/Day case","RK2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20170630","S92000003","d","Inpatient/Day case","RK2",,,":",,":",,":",,":",,":",,":",,":"
"20180630","S92000003","d","Inpatient/Day case","RK2",,,":",,":",,":",,":",,":",,":",,":"
"20190630","S92000003","d","Inpatient/Day case","RK2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20200630","S92000003","d","Inpatient/Day case","RK2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20210630","S92000003","d","Inpatient/Day case","RK2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20220630","S92000003","d","Inpatient/Day case","RK2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20230630","S92000003","d","Inpatient/Day case","RK2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20130930","S92000003","d","Inpatient/Day case","RK2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20140930","S92000003","d","Inpatient/Day case","RK2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20150930","S92000003","d","Inpatient/Day case","RK2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20160930","S92000003","d","Inpatient/Day case","RK2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20170930","S92000003","d","Inpatient/Day case","RK2",,,":",,":",,":",,":",,":",,":",,":"
"20180930","S92000003","d","Inpatient/Day case","RK2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20190930","S92000003","d","Inpatient/Day case","RK2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20200930","S92000003","d","Inpatient/Day case","RK2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20210930","S92000003","d","Inpatient/Day case","RK2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20220930","S92000003","d","Inpatient/Day case","RK2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20230930","S92000003","d","Inpatient/Day case","RK2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20130331","S92000003","d","Inpatient/Day case","RK2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20150331","S92000003","d","Inpatient/Day case","RK2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20160331","S92000003","d","Inpatient/Day case","RK2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20170331","S92000003","d","Inpatient/Day case","RK2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20180331","S92000003","d","Inpatient/Day case","RK2",,,":",,":",,":",,":",,":",,":",,":"
"20190331","S92000003","d","Inpatient/Day case","RK2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20200331","S92000003","d","Inpatient/Day case","RK2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20210331","S92000003","d","Inpatient/Day case","RK2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20220331","S92000003","d","Inpatient/Day case","RK2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20230331","S92000003","d","Inpatient/Day case","RK2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20121231","S92000003","d","Inpatient/Day case","RK2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20131231","S92000003","d","Inpatient/Day case","RK2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20141231","S92000003","d","Inpatient/Day case","RK2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20151231","S92000003","d","Inpatient/Day case","RK2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20161231","S92000003","d","Inpatient/Day case","RK2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20171231","S92000003","d","Inpatient/Day case","RK2",,,":",,":",,":",,":",,":",,":",,":"
"20191231","S92000003","d","Inpatient/Day case","RK2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20201231","S92000003","d","Inpatient/Day case","RK2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20211231","S92000003","d","Inpatient/Day case","RK2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20221231","S92000003","d","Inpatient/Day case","RK2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20231231","S92000003","d","Inpatient/Day case","RK2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20150930","S92000003","d","Inpatient/Day case","RK1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20190331","S92000003","d","Inpatient/Day case","RK1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20151231","S92000003","d","Inpatient/Day case","RK1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20181231","S92000003","d","Inpatient/Day case","RK1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20191231","S92000003","d","Inpatient/Day case","RK1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20130630","S92000003","d","Inpatient/Day case","A81",,100,,76,,56,,1,,0,,1,,18,
"20140630","S92000003","d","Inpatient/Day case","A81",,129,,137,,113,,5,,0,,3,,16,
"20150630","S92000003","d","Inpatient/Day case","A81",,124,,114,,79,,8,,0,,6,,21,
"20160630","S92000003","d","Inpatient/Day case","A81",,182,,191,,139,,13,,1,,13,,25,
"20170630","S92000003","d","Inpatient/Day case","A81",,,":",,":",,":",,":",,":",,":",,":"
"20180630","S92000003","d","Inpatient/Day case","A81",,,":",,":",,":",,":",,":",,":",,":"
"20190630","S92000003","d","Inpatient/Day case","A81",,193,,179,,138,,6,,0,,16,,19,
"20200630","S92000003","d","Inpatient/Day case","A81",,33,,28,,24,,2,,0,,2,,0,
"20210630","S92000003","d","Inpatient/Day case","A81",,168,,194,,152,,6,,0,,29,,7,
"20220630","S92000003","d","Inpatient/Day case","A81",,145,,159,,133,,3,,1,,13,,9,
"20230630","S92000003","d","Inpatient/Day case","A81",,197,,223,,196,,3,,1,,17,,6,
"20130930","S92000003","d","Inpatient/Day case","A81",,157,,150,,90,,6,,0,,15,,39,
"20140930","S92000003","d","Inpatient/Day case","A81",,119,,126,,104,,3,,0,,5,,14,
"20150930","S92000003","d","Inpatient/Day case","A81",,138,,143,,120,,8,,0,,7,,8,
"20160930","S92000003","d","Inpatient/Day case","A81",,139,,122,,94,,12,,0,,6,,10,
"20170930","S92000003","d","Inpatient/Day case","A81",,,":",,":",,":",,":",,":",,":",,":"
"20180930","S92000003","d","Inpatient/Day case","A81",,160,,196,,161,,5,,1,,20,,9,
"20190930","S92000003","d","Inpatient/Day case","A81",,211,,183,,139,,7,,0,,28,,9,
"20200930","S92000003","d","Inpatient/Day case","A81",,89,,98,,84,,3,,0,,7,,4,
"20210930","S92000003","d","Inpatient/Day case","A81",,216,,187,,158,,0,,0,,19,,10,
"20220930","S92000003","d","Inpatient/Day case","A81",,175,,163,,147,,5,,1,,6,,4,
"20230930","S92000003","d","Inpatient/Day case","A81",,183,,180,,155,,1,,0,,4,,20,
"20130331","S92000003","d","Inpatient/Day case","A81",,36,,43,,37,,1,,0,,2,,3,
"20140331","S92000003","d","Inpatient/Day case","A81",,166,,136,,100,,3,,1,,8,,24,
"20150331","S92000003","d","Inpatient/Day case","A81",,93,,81,,65,,1,,0,,2,,13,
"20160331","S92000003","d","Inpatient/Day case","A81",,160,,167,,120,,18,,2,,9,,18,
"20170331","S92000003","d","Inpatient/Day case","A81",,171,,141,,119,,8,,0,,4,,10,
"20180331","S92000003","d","Inpatient/Day case","A81",,,":",,":",,":",,":",,":",,":",,":"
"20190331","S92000003","d","Inpatient/Day case","A81",,170,,166,,126,,14,,0,,10,,16,
"20200331","S92000003","d","Inpatient/Day case","A81",,199,,197,,152,,9,,0,,22,,14,
"20210331","S92000003","d","Inpatient/Day case","A81",,159,,153,,104,,5,,0,,22,,22,
"20220331","S92000003","d","Inpatient/Day case","A81",,158,,200,,152,,7,,0,,29,,12,
"20230331","S92000003","d","Inpatient/Day case","A81",,235,,207,,162,,1,,5,,25,,14,
"20240331","S92000003","d","Inpatient/Day case","A81",,172,,124,,103,,0,,0,,7,,14,
"20121231","S92000003","d","Inpatient/Day case","A81",,58,,40,,32,,0,,0,,2,,6,
"20131231","S92000003","d","Inpatient/Day case","A81",,112,,129,,101,,4,,1,,7,,16,
"20141231","S92000003","d","Inpatient/Day case","A81",,114,,126,,100,,9,,0,,8,,9,
"20151231","S92000003","d","Inpatient/Day case","A81",,175,,168,,134,,5,,1,,9,,19,
"20161231","S92000003","d","Inpatient/Day case","A81",,113,,140,,107,,9,,0,,10,,14,
"20171231","S92000003","d","Inpatient/Day case","A81",,,":",,":",,":",,":",,":",,":",,":"
"20181231","S92000003","d","Inpatient/Day case","A81",,172,,158,,134,,5,,0,,8,,11,
"20191231","S92000003","d","Inpatient/Day case","A81",,248,,266,,226,,8,,0,,19,,13,
"20201231","S92000003","d","Inpatient/Day case","A81",,204,,221,,143,,17,,2,,36,,23,
"20211231","S92000003","d","Inpatient/Day case","A81",,226,,225,,182,,1,,0,,36,,6,
"20221231","S92000003","d","Inpatient/Day case","A81",,154,,142,,119,,4,,0,,14,,5,
"20231231","S92000003","d","Inpatient/Day case","A81",,142,,146,,130,,0,,0,,4,,12,
"20130630","S92000003","d","Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20140630","S92000003","d","Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20150630","S92000003","d","Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20160630","S92000003","d","Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20170630","S92000003","d","Inpatient/Day case","A8",,,":",,":",,":",,":",,":",,":",,":"
"20180630","S92000003","d","Inpatient/Day case","A8",,,":",,":",,":",,":",,":",,":",,":"
"20190630","S92000003","d","Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20200630","S92000003","d","Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20210630","S92000003","d","Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20220630","S92000003","d","Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20230630","S92000003","d","Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20130930","S92000003","d","Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20140930","S92000003","d","Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20150930","S92000003","d","Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20160930","S92000003","d","Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20170930","S92000003","d","Inpatient/Day case","A8",,,":",,":",,":",,":",,":",,":",,":"
"20180930","S92000003","d","Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20190930","S92000003","d","Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20200930","S92000003","d","Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20210930","S92000003","d","Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20220930","S92000003","d","Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20230930","S92000003","d","Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20130331","S92000003","d","Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20140331","S92000003","d","Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20150331","S92000003","d","Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20160331","S92000003","d","Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20170331","S92000003","d","Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20180331","S92000003","d","Inpatient/Day case","A8",,,":",,":",,":",,":",,":",,":",,":"
"20190331","S92000003","d","Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20200331","S92000003","d","Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20210331","S92000003","d","Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20220331","S92000003","d","Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20230331","S92000003","d","Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20240331","S92000003","d","Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20121231","S92000003","d","Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20131231","S92000003","d","Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20141231","S92000003","d","Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20151231","S92000003","d","Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20161231","S92000003","d","Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20171231","S92000003","d","Inpatient/Day case","A8",,,":",,":",,":",,":",,":",,":",,":"
"20181231","S92000003","d","Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20191231","S92000003","d","Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20201231","S92000003","d","Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20211231","S92000003","d","Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20221231","S92000003","d","Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20231231","S92000003","d","Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20150630","S92000003","d","Inpatient/Day case","G3",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20150930","S92000003","d","Inpatient/Day case","G3",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20240331","S92000003","d","Inpatient/Day case","G3",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20130630","S92000003","d","Inpatient/Day case","A9",,1755,,1708,,1243,,65,,4,,111,,285,
"20140630","S92000003","d","Inpatient/Day case","A9",,1340,,1340,,1036,,40,,1,,59,,204,
"20150630","S92000003","d","Inpatient/Day case","A9",,1675,,1664,,1275,,64,,1,,93,,231,
"20160630","S92000003","d","Inpatient/Day case","A9",,1478,,1488,,1198,,29,,2,,75,,184,
"20170630","S92000003","d","Inpatient/Day case","A9",,,":",,":",,":",,":",,":",,":",,":"
"20180630","S92000003","d","Inpatient/Day case","A9",,,":",,":",,":",,":",,":",,":",,":"
"20190630","S92000003","d","Inpatient/Day case","A9",,785,,773,,562,,17,,0,,56,,138,
"20200630","S92000003","d","Inpatient/Day case","A9",,439,,366,,232,,2,,0,,37,,95,
"20210630","S92000003","d","Inpatient/Day case","A9",,795,,774,,602,,16,,1,,59,,96,
"20220630","S92000003","d","Inpatient/Day case","A9",,829,,817,,622,,20,,1,,65,,109,
"20230630","S92000003","d","Inpatient/Day case","A9",,1011,,1009,,849,,17,,1,,49,,93,
"20130930","S92000003","d","Inpatient/Day case","A9",,1704,,1700,,1262,,65,,3,,106,,264,
"20140930","S92000003","d","Inpatient/Day case","A9",,1347,,1290,,969,,45,,2,,83,,191,
"20150930","S92000003","d","Inpatient/Day case","A9",,1706,,1720,,1365,,55,,4,,88,,208,
"20160930","S92000003","d","Inpatient/Day case","A9",,1356,,1346,,1032,,37,,1,,74,,202,
"20170930","S92000003","d","Inpatient/Day case","A9",,,":",,":",,":",,":",,":",,":",,":"
"20180930","S92000003","d","Inpatient/Day case","A9",,806,,831,,607,,20,,1,,38,,165,
"20190930","S92000003","d","Inpatient/Day case","A9",,784,,786,,575,,18,,2,,47,,144,
"20200930","S92000003","d","Inpatient/Day case","A9",,696,,584,,421,,14,,2,,46,,101,
"20210930","S92000003","d","Inpatient/Day case","A9",,706,,813,,645,,10,,1,,69,,88,
"20220930","S92000003","d","Inpatient/Day case","A9",,780,,753,,589,,21,,0,,41,,102,
"20230930","S92000003","d","Inpatient/Day case","A9",,879,,894,,740,,17,,3,,65,,69,
"20130331","S92000003","d","Inpatient/Day case","A9",,1303,,1283,,1010,,55,,4,,87,,127,
"20140331","S92000003","d","Inpatient/Day case","A9",,1429,,1438,,1110,,48,,4,,84,,192,
"20150331","S92000003","d","Inpatient/Day case","A9",,1697,,1689,,1336,,47,,6,,87,,213,
"20160331","S92000003","d","Inpatient/Day case","A9",,1462,,1448,,1130,,49,,3,,77,,189,
"20170331","S92000003","d","Inpatient/Day case","A9",,1171,,1203,,892,,17,,3,,70,,221,
"20180331","S92000003","d","Inpatient/Day case","A9",,,":",,":",,":",,":",,":",,":",,":"
"20190331","S92000003","d","Inpatient/Day case","A9",,807,,804,,553,,19,,0,,42,,190,
"20200331","S92000003","d","Inpatient/Day case","A9",,715,,672,,472,,16,,2,,62,,120,
"20210331","S92000003","d","Inpatient/Day case","A9",,733,,731,,545,,12,,0,,56,,118,
"20220331","S92000003","d","Inpatient/Day case","A9",,707,,728,,557,,21,,1,,62,,87,
"20230331","S92000003","d","Inpatient/Day case","A9",,877,,858,,705,,13,,3,,55,,82,
"20240331","S92000003","d","Inpatient/Day case","A9",,762,,809,,674,,15,,2,,52,,66,
"20121231","S92000003","d","Inpatient/Day case","A9",,2746,,2464,,1971,,313,,3,,80,,97,
"20131231","S92000003","d","Inpatient/Day case","A9",,1524,,1594,,1177,,84,,0,,86,,247,
"20141231","S92000003","d","Inpatient/Day case","A9",,1573,,1518,,1149,,40,,4,,84,,241,
"20151231","S92000003","d","Inpatient/Day case","A9",,1530,,1625,,1234,,36,,0,,88,,267,
"20161231","S92000003","d","Inpatient/Day case","A9",,1417,,1399,,1090,,35,,3,,93,,178,
"20171231","S92000003","d","Inpatient/Day case","A9",,,":",,":",,":",,":",,":",,":",,":"
"20181231","S92000003","d","Inpatient/Day case","A9",,766,,751,,545,,20,,4,,43,,139,
"20191231","S92000003","d","Inpatient/Day case","A9",,716,,739,,547,,19,,0,,63,,110,
"20201231","S92000003","d","Inpatient/Day case","A9",,775,,720,,556,,7,,2,,55,,100,
"20211231","S92000003","d","Inpatient/Day case","A9",,702,,762,,591,,20,,1,,74,,76,
"20221231","S92000003","d","Inpatient/Day case","A9",,934,,852,,656,,23,,3,,59,,111,
"20231231","S92000003","d","Inpatient/Day case","A9",,764,,820,,695,,20,,0,,47,,58,
"20130630","S92000003","d","Inpatient/Day case","A1",,1285,,1302,,1090,,64,,2,,70,,76,
"20140630","S92000003","d","Inpatient/Day case","A1",,1349,,1243,,1102,,39,,2,,45,,55,
"20150630","S92000003","d","Inpatient/Day case","A1",,1054,,1081,,916,,65,,2,,51,,47,
"20160630","S92000003","d","Inpatient/Day case","A1",,1055,,985,,857,,28,,6,,37,,57,
"20170630","S92000003","d","Inpatient/Day case","A1",,,":",,":",,":",,":",,":",,":",,":"
"20180630","S92000003","d","Inpatient/Day case","A1",,,":",,":",,":",,":",,":",,":",,":"
"20190630","S92000003","d","Inpatient/Day case","A1",,568,,552,,472,,11,,0,,35,,34,
"20200630","S92000003","d","Inpatient/Day case","A1",,164,,156,,130,,1,,0,,11,,14,
"20210630","S92000003","d","Inpatient/Day case","A1",,374,,352,,294,,2,,1,,28,,27,
"20220630","S92000003","d","Inpatient/Day case","A1",,383,,375,,278,,6,,0,,31,,60,
"20230630","S92000003","d","Inpatient/Day case","A1",,348,,359,,308,,0,,0,,28,,23,
"20130930","S92000003","d","Inpatient/Day case","A1",,1391,,1352,,1097,,57,,0,,87,,111,
"20140930","S92000003","d","Inpatient/Day case","A1",,1211,,1258,,1061,,68,,13,,41,,75,
"20150930","S92000003","d","Inpatient/Day case","A1",,1028,,1018,,850,,50,,5,,62,,51,
"20160930","S92000003","d","Inpatient/Day case","A1",,973,,969,,842,,42,,1,,37,,47,
"20170930","S92000003","d","Inpatient/Day case","A1",,,":",,":",,":",,":",,":",,":",,":"
"20180930","S92000003","d","Inpatient/Day case","A1",,506,,503,,397,,12,,0,,37,,57,
"20190930","S92000003","d","Inpatient/Day case","A1",,537,,540,,459,,4,,1,,35,,41,
"20200930","S92000003","d","Inpatient/Day case","A1",,304,,308,,239,,1,,0,,25,,43,
"20210930","S92000003","d","Inpatient/Day case","A1",,371,,402,,268,,2,,0,,30,,102,
"20220930","S92000003","d","Inpatient/Day case","A1",,436,,425,,356,,1,,0,,23,,45,
"20230930","S92000003","d","Inpatient/Day case","A1",,358,,352,,299,,4,,1,,18,,30,
"20130331","S92000003","d","Inpatient/Day case","A1",,1119,,1137,,949,,57,,0,,64,,67,
"20140331","S92000003","d","Inpatient/Day case","A1",,1206,,1245,,1055,,46,,1,,74,,69,
"20150331","S92000003","d","Inpatient/Day case","A1",,1146,,1130,,933,,71,,2,,67,,57,
"20160331","S92000003","d","Inpatient/Day case","A1",,943,,929,,817,,37,,1,,35,,39,
"20170331","S92000003","d","Inpatient/Day case","A1",,927,,996,,856,,32,,2,,61,,45,
"20180331","S92000003","d","Inpatient/Day case","A1",,,":",,":",,":",,":",,":",,":",,":"
"20190331","S92000003","d","Inpatient/Day case","A1",,497,,506,,426,,10,,2,,23,,45,
"20200331","S92000003","d","Inpatient/Day case","A1",,416,,452,,386,,2,,0,,35,,29,
"20210331","S92000003","d","Inpatient/Day case","A1",,251,,261,,219,,4,,1,,16,,21,
"20220331","S92000003","d","Inpatient/Day case","A1",,331,,328,,255,,6,,0,,21,,46,
"20230331","S92000003","d","Inpatient/Day case","A1",,380,,379,,318,,0,,1,,23,,37,
"20240331","S92000003","d","Inpatient/Day case","A1",,325,,321,,269,,1,,0,,25,,26,
"20121231","S92000003","d","Inpatient/Day case","A1",,1261,,944,,815,,26,,3,,45,,55,
"20131231","S92000003","d","Inpatient/Day case","A1",,1250,,1322,,1078,,54,,1,,99,,90,
